# Time-averaged data for fix myat1
# TimeStep v_Ntype1in v_Ntype1ou
178000 221 3775
179000 224 3772
180000 223 3773
181000 218 3778
182000 204 3792
183000 193 3803
184000 192 3804
185000 157 3839
186000 135 3861
187000 110 3886
188000 95 3901
189000 73 3923
190000 63 3933
191000 59 3937
192000 53 3943
193000 49 3947
194000 65 3931
195000 69 3927
196000 87 3909
197000 104 3892
198000 137 3859
199000 162 3834
200000 195 3801
201000 228 3768
202000 244 3752
203000 257 3739
204000 252 3744
205000 250 3746
206000 237 3759
207000 212 3784
208000 186 3810
209000 164 3832
210000 148 3848
211000 124 3872
212000 104 3892
213000 88 3908
214000 83 3913
215000 74 3922
216000 77 3919
217000 83 3913
218000 96 3900
219000 107 3889
220000 124 3872
221000 140 3856
222000 164 3832
223000 173 3823
224000 181 3815
225000 197 3799
226000 203 3793
227000 203 3793
228000 207 3789
229000 212 3784
230000 213 3783
231000 194 3802
232000 179 3817
233000 156 3840
234000 138 3858
235000 121 3875
236000 102 3894
237000 89 3907
238000 78 3918
239000 73 3923
240000 66 3930
241000 66 3930
242000 78 3918
243000 86 3910
244000 108 3888
245000 124 3872
246000 143 3853
247000 163 3833
248000 184 3812
249000 211 3785
250000 229 3767
251000 244 3752
252000 239 3757
253000 235 3761
254000 225 3771
255000 219 3777
256000 195 3801
257000 168 3828
258000 137 3859
259000 117 3879
260000 104 3892
261000 93 3903
262000 84 3912
263000 88 3908
264000 90 3906
265000 93 3903
266000 94 3902
267000 104 3892
268000 106 3890
269000 121 3875
270000 140 3856
271000 156 3840
272000 174 3822
273000 187 3809
274000 196 3800
275000 199 3797
276000 203 3793
277000 198 3798
278000 204 3792
279000 185 3811
280000 177 3819
281000 165 3831
282000 150 3846
283000 130 3866
284000 109 3887
285000 97 3899
286000 88 3908
287000 77 3919
288000 66 3930
289000 84 3912
290000 88 3908
291000 98 3898
292000 120 3876
293000 138 3858
294000 162 3834
295000 177 3819
296000 211 3785
297000 226 3770
298000 236 3760
299000 237 3759
300000 238 3758
301000 223 3773
302000 211 3785
303000 191 3805
304000 173 3823
305000 156 3840
306000 137 3859
307000 115 3881
308000 100 3896
309000 88 3908
310000 84 3912
311000 88 3908
312000 96 3900
313000 99 3897
314000 102 3894
315000 110 3886
316000 116 3880
317000 128 3868
318000 143 3853
319000 159 3837
320000 170 3826
321000 176 3820
322000 172 3824
323000 176 3820
324000 176 3820
325000 190 3806
326000 200 3796
327000 196 3800
328000 178 3818
329000 164 3832
330000 150 3846
331000 129 3867
332000 118 3878
333000 102 3894
334000 93 3903
335000 93 3903
336000 88 3908
337000 89 3907
338000 104 3892
339000 119 3877
340000 138 3858
341000 157 3839
342000 182 3814
343000 199 3797
344000 223 3773
345000 237 3759
346000 247 3749
347000 252 3744
348000 245 3751
349000 238 3758
350000 227 3769
351000 206 3790
352000 188 3808
353000 166 3830
354000 145 3851
355000 119 3877
356000 106 3890
357000 93 3903
358000 92 3904
359000 92 3904
360000 90 3906
361000 93 3903
362000 106 3890
363000 114 3882
364000 127 3869
365000 126 3870
366000 130 3866
367000 149 3847
368000 163 3833
369000 175 3821
370000 177 3819
371000 184 3812
372000 197 3799
373000 196 3800
374000 186 3810
375000 184 3812
376000 179 3817
377000 156 3840
378000 151 3845
379000 137 3859
380000 120 3876
381000 110 3886
382000 108 3888
383000 101 3895
384000 99 3897
385000 110 3886
386000 117 3879
387000 127 3869
388000 143 3853
389000 148 3848
390000 174 3822
391000 193 3803
392000 216 3780
393000 221 3775
394000 230 3766
395000 228 3768
396000 234 3762
397000 223 3773
398000 216 3780
399000 201 3795
400000 195 3801
401000 174 3822
402000 155 3841
403000 135 3861
404000 119 3877
405000 105 3891
406000 97 3899
407000 100 3896
408000 94 3902
409000 99 3897
410000 97 3899
411000 100 3896
412000 117 3879
413000 120 3876
414000 132 3864
415000 143 3853
416000 156 3840
417000 169 3827
418000 175 3821
419000 194 3802
420000 196 3800
421000 197 3799
422000 193 3803
423000 185 3811
424000 181 3815
425000 161 3835
426000 152 3844
427000 139 3857
428000 131 3865
429000 121 3875
430000 114 3882
431000 100 3896
432000 95 3901
433000 102 3894
434000 118 3878
435000 138 3858
436000 154 3842
437000 167 3829
438000 176 3820
439000 188 3808
440000 206 3790
441000 226 3770
442000 238 3758
443000 237 3759
444000 241 3755
445000 243 3753
446000 228 3768
447000 209 3787
448000 191 3805
449000 172 3824
450000 158 3838
451000 138 3858
452000 126 3870
453000 116 3880
454000 110 3886
455000 108 3888
456000 112 3884
457000 118 3878
458000 121 3875
459000 128 3868
460000 126 3870
461000 140 3856
462000 149 3847
463000 152 3844
464000 174 3822
465000 187 3809
466000 193 3803
467000 193 3803
468000 193 3803
469000 190 3806
470000 192 3804
471000 182 3814
472000 173 3823
473000 159 3837
474000 149 3847
475000 135 3861
476000 125 3871
477000 120 3876
478000 107 3889
479000 112 3884
480000 109 3887
481000 115 3881
482000 131 3865
483000 135 3861
484000 147 3849
485000 156 3840
486000 173 3823
487000 188 3808
488000 203 3793
489000 215 3781
490000 225 3771
491000 236 3760
492000 237 3759
493000 239 3757
494000 233 3763
495000 213 3783
496000 203 3793
497000 182 3814
498000 174 3822
499000 159 3837
500000 140 3856
501000 131 3865
502000 125 3871
503000 116 3880
504000 113 3883
505000 119 3877
506000 130 3866
507000 143 3853
508000 143 3853
509000 148 3848
510000 150 3846
511000 157 3839
512000 172 3824
513000 182 3814
514000 182 3814
515000 185 3811
516000 188 3808
517000 195 3801
518000 187 3809
519000 185 3811
520000 182 3814
521000 178 3818
522000 162 3834
523000 154 3842
524000 142 3854
525000 132 3864
526000 124 3872
527000 121 3875
528000 127 3869
529000 122 3874
530000 130 3866
531000 138 3858
532000 146 3850
533000 158 3838
534000 174 3822
535000 182 3814
536000 206 3790
537000 225 3771
538000 225 3771
539000 227 3769
540000 233 3763
541000 227 3769
542000 220 3776
543000 216 3780
544000 200 3796
545000 191 3805
546000 174 3822
547000 165 3831
548000 141 3855
549000 131 3865
550000 124 3872
551000 122 3874
552000 114 3882
553000 117 3879
554000 116 3880
555000 127 3869
556000 143 3853
557000 154 3842
558000 163 3833
559000 171 3825
560000 174 3822
561000 182 3814
562000 193 3803
563000 188 3808
564000 187 3809
565000 195 3801
566000 188 3808
567000 186 3810
568000 176 3820
569000 167 3829
570000 164 3832
571000 157 3839
572000 146 3850
573000 137 3859
574000 139 3857
575000 137 3859
576000 134 3862
577000 142 3854
578000 148 3848
579000 140 3856
580000 153 3843
581000 163 3833
582000 169 3827
583000 183 3813
584000 202 3794
585000 213 3783
586000 233 3763
587000 230 3766
588000 240 3756
589000 236 3760
590000 238 3758
591000 223 3773
592000 212 3784
593000 187 3809
594000 171 3825
595000 161 3835
596000 143 3853
597000 131 3865
598000 123 3873
599000 124 3872
600000 112 3884
601000 108 3888
602000 108 3888
603000 108 3888
604000 124 3872
605000 134 3862
606000 148 3848
607000 160 3836
608000 162 3834
609000 171 3825
610000 179 3817
611000 185 3811
612000 189 3807
613000 190 3806
614000 192 3804
615000 185 3811
616000 176 3820
617000 166 3830
618000 164 3832
619000 149 3847
620000 134 3862
621000 137 3859
622000 134 3862
623000 127 3869
624000 123 3873
625000 128 3868
626000 128 3868
627000 131 3865
628000 146 3850
629000 166 3830
630000 174 3822
631000 183 3813
632000 200 3796
633000 204 3792
634000 210 3786
635000 216 3780
636000 221 3775
637000 230 3766
638000 223 3773
639000 212 3784
640000 195 3801
641000 183 3813
642000 167 3829
643000 156 3840
644000 147 3849
645000 137 3859
646000 133 3863
647000 127 3869
648000 113 3883
649000 115 3881
650000 116 3880
651000 114 3882
652000 112 3884
653000 136 3860
654000 136 3860
655000 149 3847
656000 164 3832
657000 173 3823
658000 184 3812
659000 193 3803
660000 201 3795
661000 200 3796
662000 199 3797
663000 189 3807
664000 183 3813
665000 180 3816
666000 172 3824
667000 176 3820
668000 169 3827
669000 155 3841
670000 156 3840
671000 154 3842
672000 137 3859
673000 135 3861
674000 143 3853
675000 151 3845
676000 150 3846
677000 164 3832
678000 180 3816
679000 189 3807
680000 200 3796
681000 212 3784
682000 216 3780
683000 229 3767
684000 223 3773
685000 221 3775
686000 214 3782
687000 210 3786
688000 196 3800
689000 188 3808
690000 175 3821
691000 171 3825
692000 162 3834
693000 150 3846
694000 139 3857
695000 137 3859
696000 138 3858
697000 131 3865
698000 127 3869
699000 124 3872
700000 130 3866
701000 139 3857
702000 146 3850
703000 150 3846
704000 156 3840
705000 172 3824
706000 168 3828
707000 176 3820
708000 165 3831
709000 175 3821
710000 179 3817
711000 183 3813
712000 177 3819
713000 164 3832
714000 162 3834
715000 155 3841
716000 155 3841
717000 149 3847
718000 154 3842
719000 159 3837
720000 154 3842
721000 157 3839
722000 152 3844
723000 156 3840
724000 161 3835
725000 164 3832
726000 176 3820
727000 193 3803
728000 202 3794
729000 211 3785
730000 213 3783
731000 218 3778
732000 216 3780
733000 212 3784
734000 207 3789
735000 200 3796
736000 201 3795
737000 184 3812
738000 174 3822
739000 160 3836
740000 155 3841
741000 149 3847
742000 137 3859
743000 136 3860
744000 137 3859
745000 129 3867
746000 133 3863
747000 140 3856
748000 146 3850
749000 152 3844
750000 160 3836
751000 165 3831
752000 171 3825
753000 167 3829
754000 169 3827
755000 171 3825
756000 180 3816
757000 186 3810
758000 181 3815
759000 174 3822
760000 179 3817
761000 177 3819
762000 172 3824
763000 168 3828
764000 170 3826
765000 165 3831
766000 157 3839
767000 152 3844
768000 150 3846
769000 156 3840
770000 148 3848
771000 144 3852
772000 151 3845
773000 166 3830
774000 175 3821
775000 188 3808
776000 199 3797
777000 204 3792
778000 214 3782
779000 220 3776
780000 225 3771
781000 217 3779
782000 215 3781
783000 206 3790
784000 196 3800
785000 189 3807
786000 180 3816
787000 173 3823
788000 159 3837
789000 149 3847
790000 159 3837
791000 148 3848
792000 142 3854
793000 145 3851
794000 145 3851
795000 148 3848
796000 151 3845
797000 155 3841
798000 158 3838
799000 167 3829
800000 170 3826
801000 171 3825
802000 175 3821
803000 176 3820
804000 181 3815
805000 192 3804
806000 203 3793
807000 197 3799
808000 195 3801
809000 185 3811
810000 183 3813
811000 174 3822
812000 168 3828
813000 153 3843
814000 157 3839
815000 148 3848
816000 146 3850
817000 147 3849
818000 152 3844
819000 160 3836
820000 170 3826
821000 167 3829
822000 178 3818
823000 186 3810
824000 188 3808
825000 207 3789
826000 212 3784
827000 218 3778
828000 221 3775
829000 209 3787
830000 208 3788
831000 204 3792
832000 195 3801
833000 195 3801
834000 186 3810
835000 179 3817
836000 164 3832
837000 154 3842
838000 154 3842
839000 151 3845
840000 152 3844
841000 146 3850
842000 153 3843
843000 151 3845
844000 145 3851
845000 157 3839
846000 166 3830
847000 167 3829
848000 184 3812
849000 184 3812
850000 193 3803
851000 193 3803
852000 196 3800
853000 195 3801
854000 194 3802
855000 190 3806
856000 185 3811
857000 189 3807
858000 184 3812
859000 179 3817
860000 162 3834
861000 169 3827
862000 169 3827
863000 159 3837
864000 160 3836
865000 151 3845
866000 162 3834
867000 167 3829
868000 170 3826
869000 176 3820
870000 186 3810
871000 188 3808
872000 180 3816
873000 191 3805
874000 209 3787
875000 218 3778
876000 213 3783
877000 216 3780
878000 218 3778
879000 220 3776
880000 218 3778
881000 202 3794
882000 197 3799
883000 188 3808
884000 176 3820
885000 159 3837
886000 158 3838
887000 153 3843
888000 146 3850
889000 144 3852
890000 139 3857
891000 140 3856
892000 149 3847
893000 150 3846
894000 171 3825
895000 183 3813
896000 183 3813
897000 183 3813
898000 186 3810
899000 191 3805
900000 197 3799
901000 193 3803
902000 190 3806
903000 188 3808
904000 186 3810
905000 188 3808
906000 181 3815
907000 175 3821
908000 186 3810
909000 173 3823
910000 166 3830
911000 154 3842
912000 161 3835
913000 158 3838
914000 164 3832
915000 162 3834
916000 166 3830
917000 173 3823
918000 193 3803
919000 202 3794
920000 204 3792
921000 227 3769
922000 223 3773
923000 219 3777
924000 216 3780
925000 217 3779
926000 221 3775
927000 219 3777
928000 219 3777
929000 213 3783
930000 205 3791
931000 188 3808
932000 178 3818
933000 175 3821
934000 165 3831
935000 157 3839
936000 147 3849
937000 144 3852
938000 145 3851
939000 148 3848
940000 146 3850
941000 161 3835
942000 173 3823
943000 182 3814
944000 177 3819
945000 180 3816
946000 186 3810
947000 194 3802
948000 185 3811
949000 180 3816
950000 182 3814
951000 181 3815
952000 180 3816
953000 180 3816
954000 179 3817
955000 174 3822
956000 172 3824
957000 181 3815
958000 176 3820
959000 169 3827
960000 161 3835
961000 161 3835
962000 177 3819
963000 177 3819
964000 171 3825
965000 176 3820
966000 183 3813
967000 179 3817
968000 195 3801
969000 194 3802
970000 200 3796
971000 208 3788
972000 219 3777
973000 217 3779
974000 211 3785
975000 213 3783
976000 213 3783
977000 201 3795
978000 195 3801
979000 187 3809
980000 184 3812
981000 172 3824
982000 164 3832
983000 152 3844
984000 145 3851
985000 150 3846
986000 155 3841
987000 159 3837
988000 162 3834
989000 160 3836
990000 169 3827
991000 172 3824
992000 167 3829
993000 172 3824
994000 190 3806
995000 189 3807
996000 187 3809
997000 184 3812
998000 186 3810
999000 172 3824
1000000 167 3829
1001000 182 3814
1002000 182 3814
1003000 185 3811
1004000 178 3818
1005000 166 3830
1006000 153 3843
1007000 156 3840
1008000 153 3843
1009000 160 3836
1010000 158 3838
1011000 166 3830
1012000 181 3815
1013000 194 3802
1014000 194 3802
1015000 201 3795
1016000 221 3775
1017000 224 3772
1018000 228 3768
1019000 222 3774
1020000 215 3781
1021000 211 3785
1022000 201 3795
1023000 204 3792
1024000 196 3800
1025000 195 3801
1026000 186 3810
1027000 179 3817
1028000 171 3825
1029000 168 3828
1030000 165 3831
1031000 156 3840
1032000 158 3838
1033000 158 3838
1034000 174 3822
1035000 166 3830
1036000 176 3820
1037000 189 3807
1038000 189 3807
1039000 190 3806
1040000 194 3802
1041000 198 3798
1042000 199 3797
1043000 194 3802
1044000 195 3801
1045000 188 3808
1046000 183 3813
1047000 178 3818
1048000 177 3819
1049000 164 3832
1050000 158 3838
1051000 155 3841
1052000 161 3835
1053000 162 3834
1054000 158 3838
1055000 158 3838
1056000 163 3833
1057000 169 3827
1058000 171 3825
1059000 173 3823
1060000 180 3816
1061000 191 3805
1062000 197 3799
1063000 206 3790
1064000 225 3771
1065000 225 3771
1066000 224 3772
1067000 216 3780
1068000 207 3789
1069000 205 3791
1070000 199 3797
1071000 191 3805
1072000 180 3816
1073000 185 3811
1074000 177 3819
1075000 170 3826
1076000 168 3828
1077000 157 3839
1078000 157 3839
1079000 164 3832
1080000 163 3833
1081000 161 3835
1082000 163 3833
1083000 179 3817
1084000 170 3826
1085000 165 3831
1086000 179 3817
1087000 192 3804
1088000 193 3803
1089000 190 3806
1090000 199 3797
1091000 195 3801
1092000 194 3802
1093000 203 3793
1094000 189 3807
1095000 178 3818
1096000 181 3815
1097000 175 3821
1098000 174 3822
1099000 173 3823
1100000 173 3823
1101000 167 3829
1102000 163 3833
1103000 159 3837
1104000 154 3842
1105000 155 3841
1106000 159 3837
1107000 160 3836
1108000 171 3825
1109000 191 3805
1110000 206 3790
1111000 215 3781
1112000 224 3772
1113000 227 3769
1114000 224 3772
1115000 210 3786
1116000 216 3780
1117000 212 3784
1118000 215 3781
1119000 199 3797
1120000 205 3791
1121000 203 3793
1122000 192 3804
1123000 192 3804
1124000 193 3803
1125000 181 3815
1126000 174 3822
1127000 168 3828
1128000 166 3830
1129000 159 3837
1130000 160 3836
1131000 156 3840
1132000 162 3834
1133000 172 3824
1134000 177 3819
1135000 178 3818
1136000 180 3816
1137000 189 3807
1138000 192 3804
1139000 200 3796
1140000 189 3807
1141000 191 3805
1142000 192 3804
1143000 192 3804
1144000 181 3815
1145000 179 3817
1146000 168 3828
1147000 171 3825
1148000 161 3835
1149000 164 3832
1150000 160 3836
1151000 172 3824
1152000 167 3829
1153000 175 3821
1154000 181 3815
1155000 180 3816
1156000 193 3803
1157000 201 3795
1158000 209 3787
1159000 210 3786
1160000 216 3780
1161000 213 3783
1162000 221 3775
1163000 216 3780
1164000 204 3792
1165000 204 3792
1166000 209 3787
1167000 212 3784
1168000 217 3779
1169000 208 3788
1170000 204 3792
1171000 193 3803
1172000 189 3807
1173000 184 3812
1174000 181 3815
1175000 180 3816
1176000 172 3824
1177000 173 3823
1178000 169 3827
1179000 162 3834
1180000 163 3833
1181000 165 3831
1182000 167 3829
1183000 182 3814
1184000 184 3812
1185000 193 3803
1186000 199 3797
1187000 198 3798
1188000 211 3785
1189000 206 3790
1190000 195 3801
1191000 189 3807
1192000 181 3815
1193000 179 3817
1194000 158 3838
1195000 150 3846
1196000 157 3839
1197000 156 3840
1198000 155 3841
1199000 164 3832
1200000 173 3823
1201000 187 3809
1202000 188 3808
1203000 194 3802
1204000 196 3800
1205000 201 3795
1206000 205 3791
1207000 215 3781
1208000 227 3769
1209000 234 3762
1210000 231 3765
1211000 221 3775
1212000 221 3775
1213000 218 3778
1214000 211 3785
1215000 215 3781
1216000 222 3774
1217000 219 3777
1218000 198 3798
1219000 194 3802
1220000 183 3813
1221000 177 3819
1222000 168 3828
1223000 166 3830
1224000 166 3830
1225000 169 3827
1226000 174 3822
1227000 172 3824
1228000 167 3829
1229000 169 3827
1230000 175 3821
1231000 185 3811
1232000 195 3801
1233000 197 3799
1234000 199 3797
1235000 206 3790
1236000 200 3796
1237000 214 3782
1238000 200 3796
1239000 196 3800
1240000 188 3808
1241000 183 3813
1242000 175 3821
1243000 165 3831
1244000 163 3833
1245000 160 3836
1246000 162 3834
1247000 159 3837
1248000 158 3838
1249000 164 3832
1250000 165 3831
1251000 170 3826
1252000 180 3816
1253000 179 3817
1254000 192 3804
1255000 209 3787
1256000 218 3778
1257000 230 3766
1258000 233 3763
1259000 232 3764
1260000 235 3761
1261000 236 3760
1262000 228 3768
1263000 228 3768
1264000 215 3781
1265000 206 3790
1266000 201 3795
1267000 208 3788
1268000 195 3801
1269000 192 3804
1270000 178 3818
1271000 174 3822
1272000 177 3819
1273000 180 3816
1274000 177 3819
1275000 168 3828
1276000 161 3835
1277000 173 3823
1278000 180 3816
1279000 190 3806
1280000 183 3813
1281000 192 3804
1282000 202 3794
1283000 203 3793
1284000 200 3796
1285000 193 3803
1286000 188 3808
1287000 190 3806
1288000 175 3821
1289000 181 3815
1290000 169 3827
1291000 176 3820
1292000 180 3816
1293000 168 3828
1294000 177 3819
1295000 176 3820
1296000 172 3824
1297000 168 3828
1298000 172 3824
1299000 172 3824
1300000 180 3816
1301000 183 3813
1302000 195 3801
1303000 201 3795
1304000 210 3786
1305000 211 3785
1306000 221 3775
1307000 226 3770
1308000 231 3765
1309000 235 3761
1310000 235 3761
1311000 227 3769
1312000 216 3780
1313000 210 3786
1314000 197 3799
1315000 189 3807
1316000 177 3819
1317000 176 3820
1318000 167 3829
1319000 169 3827
1320000 170 3826
1321000 169 3827
1322000 161 3835
1323000 163 3833
1324000 170 3826
1325000 164 3832
1326000 174 3822
1327000 184 3812
1328000 188 3808
1329000 199 3797
1330000 200 3796
1331000 211 3785
1332000 204 3792
1333000 202 3794
1334000 206 3790
1335000 198 3798
1336000 182 3814
1337000 181 3815
1338000 170 3826
1339000 183 3813
1340000 181 3815
1341000 176 3820
1342000 163 3833
1343000 164 3832
1344000 164 3832
1345000 168 3828
1346000 175 3821
1347000 183 3813
1348000 192 3804
1349000 202 3794
1350000 207 3789
1351000 218 3778
1352000 224 3772
1353000 221 3775
1354000 233 3763
1355000 232 3764
1356000 232 3764
1357000 229 3767
1358000 237 3759
1359000 225 3771
1360000 217 3779
1361000 203 3793
1362000 191 3805
1363000 195 3801
1364000 187 3809
1365000 172 3824
1366000 170 3826
1367000 175 3821
1368000 166 3830
1369000 166 3830
1370000 164 3832
1371000 168 3828
1372000 173 3823
1373000 185 3811
1374000 188 3808
1375000 194 3802
1376000 202 3794
1377000 196 3800
1378000 204 3792
1379000 208 3788
1380000 209 3787
1381000 204 3792
1382000 198 3798
1383000 187 3809
1384000 171 3825
1385000 169 3827
1386000 168 3828
1387000 170 3826
1388000 175 3821
1389000 159 3837
1390000 153 3843
1391000 160 3836
1392000 162 3834
1393000 173 3823
1394000 177 3819
1395000 185 3811
1396000 190 3806
1397000 198 3798
1398000 206 3790
1399000 208 3788
1400000 206 3790
1401000 213 3783
1402000 221 3775
1403000 226 3770
1404000 222 3774
1405000 222 3774
1406000 239 3757
1407000 227 3769
1408000 228 3768
1409000 212 3784
1410000 193 3803
1411000 182 3814
1412000 178 3818
1413000 177 3819
1414000 174 3822
1415000 169 3827
1416000 157 3839
1417000 160 3836
1418000 158 3838
1419000 164 3832
1420000 167 3829
1421000 164 3832
1422000 179 3817
1423000 182 3814
1424000 177 3819
1425000 182 3814
1426000 184 3812
1427000 183 3813
1428000 203 3793
1429000 208 3788
1430000 197 3799
1431000 191 3805
1432000 175 3821
1433000 175 3821
1434000 178 3818
1435000 176 3820
1436000 178 3818
1437000 178 3818
1438000 177 3819
1439000 173 3823
1440000 167 3829
1441000 160 3836
1442000 167 3829
1443000 176 3820
1444000 184 3812
1445000 200 3796
1446000 206 3790
1447000 203 3793
1448000 200 3796
1449000 201 3795
1450000 204 3792
1451000 218 3778
1452000 224 3772
1453000 230 3766
1454000 224 3772
1455000 220 3776
1456000 203 3793
1457000 192 3804
1458000 189 3807
1459000 183 3813
1460000 182 3814
1461000 174 3822
1462000 163 3833
1463000 154 3842
1464000 149 3847
1465000 158 3838
1466000 150 3846
1467000 149 3847
1468000 154 3842
1469000 169 3827
1470000 171 3825
1471000 177 3819
1472000 179 3817
1473000 187 3809
1474000 201 3795
1475000 205 3791
1476000 201 3795
1477000 207 3789
1478000 208 3788
1479000 183 3813
1480000 178 3818
1481000 176 3820
1482000 165 3831
1483000 170 3826
1484000 178 3818
1485000 174 3822
1486000 172 3824
1487000 171 3825
1488000 168 3828
1489000 158 3838
1490000 161 3835
1491000 175 3821
1492000 188 3808
1493000 198 3798
1494000 201 3795
1495000 194 3802
1496000 205 3791
1497000 214 3782
1498000 208 3788
1499000 211 3785
1500000 215 3781
